273.  Ich kann mich hier einfach nicht wohl fühlen . ,  I just cannot feel comfortable here., vocabulary-tag
274.  Kannst du mir bitte helfen, den Schlüssel zu suchen ? ,  Can you please help me to look for the key?, vocabulary-tag
275.  Man wird ihn zu einer Freiheitsstrafe verdammen . ,  They will condemn him to a custodial sentence., vocabulary-tag
276.  Heute spielt Bayern München gegen den VFB Stuttgart. ,  Today Bayern Munich is playing against VFB Stuttgart., vocabulary-tag
277.  Wegen seines schlechten Verhaltens musste er die Bar verlassen. ,  Because of his bad behavior he had to leave the bar., vocabulary-tag
278.  Ich möchte jetzt auch gerne in der Sonne liegen . ,  I would also like to lie in the sun now., vocabulary-tag
279.  Ihr müsst in einer Stunde losfahren. ,  You have to leave in an hour ., vocabulary-tag
280.  In Australien habe ich viele Fotos gemacht. ,  I took many pictures in Australia., vocabulary-tag
281.  Warte bitte auf mich, ich muss noch schnell meine Tasche holen . ,  Please wait for me, I quickly have to go and get my bag., vocabulary-tag
282.  Meine Arbeit ist ermüdend, doch ich verdiene viel Geld. ,  My work is tiring but I earn a lot of money., vocabulary-tag
283.  Das ist der einzige Pullover, den ich habe. ,  This is the only pullover I have., vocabulary-tag
284.  Er wird dich im Auge behalten. ,  He will keep an eye on you., vocabulary-tag
285.  Ich werde mir ein Glas Wasser holen – möchtest du auch eines ? ,  I will go and get a glass of water – do you also want one ?, vocabulary-tag
286.  Wir können nicht zu Fuß in die Stadt gehen, es ist zu weit . ,  We can’t go into town by foot, it is too far away., vocabulary-tag
287.  David ist ganz und gar nicht mein Typ . ,  David isn’t my type at all., vocabulary-tag
288.  Bevor wir gehen, möchte ich noch meine Mutter anrufen. ,  I would like to call my mother before we go., vocabulary-tag
289.  Ich werde mein Bestes versuchen . ,  I will try my best., vocabulary-tag
290.  Sag mir die Wahrheit - sonst gehe ich nach Hause. ,  Tell me the truth – otherwise I am going home., vocabulary-tag
291.  Ich habe mich gedehnt und dabei habe ich mich verletzt. ,  I was stretching, and, in the process , I hurt myself., vocabulary-tag
292.  Unser Sohn spielt jeden Sonntag Tennis. ,  Our son plays tennis every Sunday., vocabulary-tag
293.  Ist es wahr , dass du nach Italien ziehen möchtest? ,  Is it true that you would like to move to Italy?, vocabulary-tag
294.  Sie müssen noch schnell eine E-Mail schreiben. ,  You quickly have to write an email., vocabulary-tag
295.  Wir sind einmal in den Schweizer Bergen wandern gegangen und es hat uns sehr gut gefallen! ,  We went hiking in the Swiss mountains one time and we really liked it a lot!, vocabulary-tag
296.  Diese Woche habe ich leider keine Zeit. ,  Unfortunately, I don’t have time this week ., vocabulary-tag
297.  Ich weiß nicht, was ich ohne meine Familie machen würde. ,  I don’t know what I would do without my family ., vocabulary-tag
298.  Wir können das Baby nicht alleine zu Hause lassen. ,  We cannot leave the baby home alone., vocabulary-tag
299.  Morgen werde ich dir zeigen , wie alles funktioniert. ,  Tomorrow I will show you how everything works., vocabulary-tag
300.  Er kann sich nicht daran erinnern , was gestern passiert ist. ,  He cannot remember what happened yesterday., vocabulary-tag
301.  Eltern werden ihre Kinder immer lieben . ,  Parents will always love their children., vocabulary-tag
302.  Wann gehen wir ins Kino? ,  When are we going to the cinema?, vocabulary-tag
303.  Wir brauchen sofort Hilfe! ,  We need help immediately !, vocabulary-tag
304.  Das Pferd hört seinen Besitzer. ,  The horse hears its owner., vocabulary-tag
305.  Dieser Junge ist unglaublich frech! ,  This boy is unbelievably cheeky!, vocabulary-tag
306.  Sein Kopf liegt auf dem Kissen. ,  His head lies on the pillow., vocabulary-tag
307.  Ich werde dich beim Restaurant treffen. ,  I will meet you at the restaurant., vocabulary-tag
308.  Unser Haus befindet sich in einem kleinen Dorf. ,  Our house is situated in a small village., vocabulary-tag
309.  Sie möchte nicht darüber sprechen. ,  She does not want to talk about it ., vocabulary-tag
310.  Mein Arbeitgeber wird mir eine Wohnung zur Verfügung stellen . ,  My employer will provide a flat for me., vocabulary-tag
311.  Wo hast du dieses Buch gefunden ? ,  Where have you found this book?, vocabulary-tag
312.  Ich möchte mich bei dir entschuldigen . ,  I would like to apologize to you., vocabulary-tag
313.  Wir werden dazu Handschuhe anziehen. ,  We will put on gloves for this purpose ., vocabulary-tag
314.  Ich bevorzuge das Leben in einer Stadt . ,  I prefer living in a city ., vocabulary-tag
315.  Letztes Wochenende hat er ein neues Auto gekauft. ,  Last weekend he bought a new car ., vocabulary-tag
316.  Ich kann daran wirklich nichts aussetzen. ,  I really cannot fault it ., vocabulary-tag
317.  Es ist ziemlich kalt, du solltest eine Jacke anziehen. ,  It is pretty cold, you should put on a jacket ., vocabulary-tag
318.  Marion wird von Dr. Schmidt untersucht. ,  Marion is being examined by Dr. Schmidt., vocabulary-tag
319.  Im Krieg leiden viele Menschen. ,  Many people suffer during war ., vocabulary-tag
320.  Er kann einfach nicht genug von ihr kriegen . ,  He simply cannot get enough of her., vocabulary-tag
321.  Wir fanden den Schauspieler wirklich schlecht . ,  We found the actor really bad ., vocabulary-tag
322.  Ist dieses Gemälde echt ? ,  Is this painting real ?, vocabulary-tag
323.  Meine einzige Sorge ist, dass es zu spät sein könnte. ,  My only concern is that it could be too late., vocabulary-tag
324.  Man braucht eine Erlaubnis, um eine Waffe kaufen zu dürfen. ,  One needs permission to be able to buy a weapon ., vocabulary-tag
325.  Er wäre gerne noch einmal jung . ,  He would like to be young again., vocabulary-tag
326.  Ohne die Hilfe meiner Frau hätte ich es nie geschafft. ,  I never could have done it without the help of my wife., vocabulary-tag
327.  Ich bin fertig . ,  I am finished ., vocabulary-tag
328.  Du kannst mich Lila nennen . ,  You can call me Lila., vocabulary-tag
329.  Das ist nicht echt – es ist alles nur Schau ! ,  It isn’t real – it’s all just show !, vocabulary-tag
330.  Es gibt keinen Grund , warum ich bleiben sollte. ,  There is no reason why I should stay., vocabulary-tag
331.  Welche Art von Mensch bist du? ,  What type of person are you?, vocabulary-tag
332.  Ich würde gerne ausgehen, aber eigentlich bin ich sehr müde. ,  I would like to go out, but I am actually very tired., vocabulary-tag
333.  Die Kinder finden ihre Lehrerin sehr nett . ,  The children find their teacher very nice ., vocabulary-tag
334.  Er würde dir gerne mehr über seine Vergangenheit erzählen . ,  He would like to tell you more about his past., vocabulary-tag
335.  Diese Uhr scheint nicht zu funktionieren. ,  This clock does not seem to work., vocabulary-tag
336.  Kannst du bitte runter in die Küche kommen? ,  Can you please come down to the kitchen?, vocabulary-tag
337.  Das ist aber ein schöner Name ! ,  That’s such a nice name !, vocabulary-tag
338.  Ich kann mich nicht zwischen ihnen entscheiden – ich nehme beide ! ,  I cannot decide between them – I will take them both !, vocabulary-tag
339.  Das Ende der Geschichte war sehr traurig. ,  The end of the story was very sad., vocabulary-tag
340.  Dieses Gebäude ist ungewöhnlich hoch . ,  This building is unusually high ., vocabulary-tag
341.  Der Mann ihrer Freundin ist Anwalt. ,  The husband of her friend is a lawyer., vocabulary-tag
342.  Ich glaube, dass das falsch ist. ,  I believe that this is wrong ., vocabulary-tag
343.  Du musst daran ziehen . ,  You have to pull on it., vocabulary-tag
344.  Er kann nicht glauben, dass ihn seine Frau verlassen hat. ,  He cannot believe that his wife has left him., vocabulary-tag
345.  Und zuletzt möchte ich mich bei Anna bedanken. ,  And lastly , I would like to thank Anna., vocabulary-tag
346.  Ihre Firma ist extrem erfolgreich. ,  Their company is extremely successful., vocabulary-tag
347.  Die Familie besitzt hier viel Land . ,  The family owns a lot of land here., vocabulary-tag
348.  Die Piraten haben einen Schatz vergraben. ,  The pirates buried a treasure ., vocabulary-tag
349.  Ich denke, dass die Jungs noch Fußball schauen. ,  I think the boys are still watching soccer., vocabulary-tag
350.  Um erlich zu sein, habe ich vor Höhen ein bisschen Angst. ,  To be honest I am a little scared of hights., vocabulary-tag
351.  Ich bin mir nicht sicher, wessen Schal das ist. Ist das deiner ? ,  I am not sure whose scarf this is. Is it yours ?, vocabulary-tag
352.  Niemand fühlt sich gern allein . ,  No one likes to feel alone ., vocabulary-tag
353.  Der Teufel wird oft mit Hörnern dargestellt. ,  The devil is often depicted with horns., vocabulary-tag
354.  Die Eins ist die erste Zahl. ,  One is the first number., vocabulary-tag
355.  Das Regal steht neben der Tür . ,  The shelf is next to the door ., vocabulary-tag
356.  Es ist mir egal , wann wir losfahren. ,  It’s all the same to me at what time we are leaving., vocabulary-tag
357.  Dieser Wanderweg ist mir zu lang ! ,  This hiking trail is too long for me!, vocabulary-tag
358.  Die Hunde sind draußen im Garten. ,  The dogs are outside in the garden., vocabulary-tag
359.  Ich helfe gern anderen Leuten. ,  I gladly help other people., vocabulary-tag
360.  Kennst du das Spiel Monopoly? ,  Do you know the game Monopoly?, vocabulary-tag
361.  Er kann mit seinen Händen wahre Kunstwerke erschaffen ! ,  He can create real pieces of art with his hands!, vocabulary-tag
362.  Kannst du bitte zuhören? Das hier ist wichtig ! ,  Can you please listen? This is important !, vocabulary-tag
363.  Viele Leute sind anders, als sie auf den ersten Blick zu sein scheinen . ,  Many people are different to what they might seem like at first., vocabulary-tag
364.  Unsere gesamten Ergebnisse basieren darauf . ,  Our entire results are based thereon ., vocabulary-tag
365.  Diese Bluse ist viel zu kurz . ,  This blouse is far too short ., vocabulary-tag
366.  Am Ende eines jeden Lebens kommt der Tod . ,  At the end of every life comes death ., vocabulary-tag
367.  Diesen Monat hat es noch nicht geregnet. ,  This month it hasn’t rained yet., vocabulary-tag
368.  Anna kommt zu jedem Treffen zu spät . ,  Anna arrives late for every meeting., vocabulary-tag
369.  Mein neuer Job ist wirklich toll! ,  My new job is really great!, vocabulary-tag
370.  Wir sollten unseren Kindern Grenzen setzen . ,  We should set boundaries for our children., vocabulary-tag
371.  Welcher Mitarbeiter sitzt an diesem Schreibtisch? ,  Which employee sits at this desk?, vocabulary-tag
372.  Ich kann gerade nicht reden, ich rufe dich später an. ,  I cannot talk right now, I will call you later ., vocabulary-tag
373.  Dieser Film ist wirklich spannend. ,  This film is really exciting., vocabulary-tag
374.  In unserem Büro verschwinden ständig Kulis! ,  Pens constantly disappear in our office!, vocabulary-tag
375.  Mein Name ist Kathrin Schröder. ,  My name is Kathrin Schröder., vocabulary-tag
376.  Mit ein bisschen Glück gewinnst du! ,  With a bit of luck , you will win!, vocabulary-tag
377.  Wir können nur hoffen , dass alles in Ordnung ist. ,  We can only hope that everything is okay., vocabulary-tag
378.  Dieses Auto fährt jeden Tag an meinem Haus vorbei . ,  This car drives past my house every day., vocabulary-tag
379.  Das Kind sucht nach seiner Mutter. ,  The child is looking for its mother., vocabulary-tag
380.  Er wird heute eine Krawatte tragen . ,  He will wear a tie today., vocabulary-tag
381.  Danke für deine Hilfe! ,  Thank you for your help!, vocabulary-tag
382.  Bei diesem Lärm kann ich nicht schlafen ! ,  I cannot sleep with this noise!, vocabulary-tag
383.  Hoffentlich sehen wir uns bald wieder! ,  Hopefully we will see each other again soon !, vocabulary-tag
384.  Die Geschichte dieses Landes ist faszinierend. ,  The history of this country is fascinating., vocabulary-tag
385.  Er ist für ein neues Abenteuer bereit . ,  He is ready for a new adventure., vocabulary-tag
386.  Er hat das Auto hinter dem Haus geparkt. ,  He parked the car behind the house., vocabulary-tag
387.  Es gibt ein kostenloses Mittagessen je Person. ,  There is one free lunch for each person., vocabulary-tag
388.  Thomas hat momentan wenig Geld. ,  Thomas does not have much money at the moment., vocabulary-tag
389.  Ich werde dich rufen . ,  I will call for you., vocabulary-tag
390.  Die Telefonnummer steht auf der nächsten Seite . ,  The telephone number is on the next page ., vocabulary-tag
391.  Die Prüfung war wirklich schwer ! ,  The exam was really difficult !, vocabulary-tag
392.  Hat dieser Kerl mit dir gesprochen? ,  Did this guy talk to you?, vocabulary-tag
393.  Stephan ist definitiv etwas verrückt . ,  Stephan is definitely a little crazy ., vocabulary-tag
394.  Der Abend war wirklich toll ! ,  The evening was really great !, vocabulary-tag
395.  Der Ort gefällt mir, weil es hier so ruhig ist. ,  I like this place because it is so quiet here., vocabulary-tag
396.  Das hier ist meine eigene Kreation. ,  This here is my own creation., vocabulary-tag
397.  Wenn du nicht aufpasst, wirst du fallen . ,  If you’re not careful you will fall ., vocabulary-tag
398.  Die Rakete wird in wenigen Sekunden abfliegen. ,  The rocket will take off in a few seconds., vocabulary-tag
399.  Sollen wir noch einen Kaffee trinken ? ,  Shall we drink another coffee?, vocabulary-tag
400.  Es ist schon fast Mitternacht. ,  It is almost midnight., vocabulary-tag
401.  Die Batterie ist schon drin . ,  The battery is already in it ., vocabulary-tag
402.  Keine Sorge, ich werde mich um den Hund kümmern . ,  Don’t worry, I will look after the dog., vocabulary-tag
403.  Dort drüben sitzen meine Eltern. ,  My parents sit over there., vocabulary-tag
